model,iteration,inference_ms
RPS_PreTrained_SSD.tflite,0,70.03237800017814
RPS_PreTrained_SSD.tflite,1,69.47882499844127
RPS_PreTrained_SSD.tflite,2,69.56604700098978
RPS_PreTrained_SSD.tflite,3,69.83228600074654
RPS_PreTrained_SSD.tflite,4,69.64369399975112
RPS_PreTrained_SSD.tflite,5,69.82471300034376
RPS_PreTrained_SSD.tflite,6,69.83395399947767
RPS_PreTrained_SSD.tflite,7,69.42119599989383
RPS_PreTrained_SSD.tflite,8,69.92926800012356
RPS_PreTrained_SSD.tflite,9,69.16991899925051
RPS_PreTrained_SSD.tflite,10,70.20806199943763
RPS_PreTrained_SSD.tflite,11,69.89274900115561
RPS_PreTrained_SSD.tflite,12,69.63778699901013
RPS_PreTrained_SSD.tflite,13,69.48615900000732
RPS_PreTrained_SSD.tflite,14,69.30127099985839
RPS_PreTrained_SSD.tflite,15,69.57713999872794
RPS_PreTrained_SSD.tflite,16,69.82567600061884
RPS_PreTrained_SSD.tflite,17,69.50488100119401
RPS_PreTrained_SSD.tflite,18,69.86139699984051
RPS_PreTrained_SSD.tflite,19,69.40901100097108
RPS_PreTrained_SSD.tflite,20,69.72982399929606
RPS_PreTrained_SSD.tflite,21,69.97311899976921
RPS_PreTrained_SSD.tflite,22,69.490436999331
RPS_PreTrained_SSD.tflite,23,69.96258300023328
RPS_PreTrained_SSD.tflite,24,69.85856400024204
RPS_PreTrained_SSD.tflite,25,70.56643100077054
RPS_PreTrained_SSD.tflite,26,70.57802400049695
RPS_PreTrained_SSD.tflite,27,69.47588100047142
RPS_PreTrained_SSD.tflite,28,69.40817700160551
RPS_PreTrained_SSD.tflite,29,70.00878600047145
RPS_PreTrained_SSD.tflite,30,69.97149000017089
RPS_PreTrained_SSD.tflite,31,69.88654599990696
RPS_PreTrained_SSD.tflite,32,69.83761999981652
RPS_PreTrained_SSD.tflite,33,69.44145599845797
RPS_PreTrained_SSD.tflite,34,70.0353409993113
RPS_PreTrained_SSD.tflite,35,69.6673060010653
RPS_PreTrained_SSD.tflite,36,69.80024900076387
RPS_PreTrained_SSD.tflite,37,70.12395200035826
RPS_PreTrained_SSD.tflite,38,69.86354500077141
RPS_PreTrained_SSD.tflite,39,70.22685900119541
RPS_PreTrained_SSD.tflite,40,69.98302699867054
RPS_PreTrained_SSD.tflite,41,69.86610199965071
RPS_PreTrained_SSD.tflite,42,70.04324900117354
RPS_PreTrained_SSD.tflite,43,69.8764900007518
RPS_PreTrained_SSD.tflite,44,70.2010250006424
RPS_PreTrained_SSD.tflite,45,69.91743399885308
RPS_PreTrained_SSD.tflite,46,69.8586010003055
RPS_PreTrained_SSD.tflite,47,70.00410099863075
RPS_PreTrained_SSD.tflite,48,70.04086000051757
RPS_PreTrained_SSD.tflite,49,69.86456399863528
RPS_PreTrained_SSD.tflite,50,69.82458299899008
RPS_PreTrained_SSD.tflite,51,69.7355089996563
RPS_PreTrained_SSD.tflite,52,69.65434300036577
RPS_PreTrained_SSD.tflite,53,69.82884200078843
RPS_PreTrained_SSD.tflite,54,69.8085269996227
RPS_PreTrained_SSD.tflite,55,69.89452699963294
RPS_PreTrained_SSD.tflite,56,69.82239700118953
RPS_PreTrained_SSD.tflite,57,69.82865699865215
RPS_PreTrained_SSD.tflite,58,69.90663800024777
RPS_PreTrained_SSD.tflite,59,69.46928899924387
RPS_PreTrained_SSD.tflite,60,70.2059699997335
RPS_PreTrained_SSD.tflite,61,69.83510099962587
RPS_PreTrained_SSD.tflite,62,69.63791700036381
RPS_PreTrained_SSD.tflite,63,70.05922999996983
RPS_PreTrained_SSD.tflite,64,69.54045400016184
RPS_PreTrained_SSD.tflite,65,69.83393500013335
RPS_PreTrained_SSD.tflite,66,69.68260299981921
RPS_PreTrained_SSD.tflite,67,69.69339900024352
RPS_PreTrained_SSD.tflite,68,70.59048600058304
RPS_PreTrained_SSD.tflite,69,70.12987800044357
RPS_PreTrained_SSD.tflite,70,69.87132300127996
RPS_PreTrained_SSD.tflite,71,69.8965079991467
RPS_PreTrained_SSD.tflite,72,69.91397099955066
RPS_PreTrained_SSD.tflite,73,69.92347199957294
RPS_PreTrained_SSD.tflite,74,69.73469399963506
RPS_PreTrained_SSD.tflite,75,70.00993399924482
RPS_PreTrained_SSD.tflite,76,69.81854600053339
RPS_PreTrained_SSD.tflite,77,70.0018600000476
RPS_PreTrained_SSD.tflite,78,70.04406299893162
RPS_PreTrained_SSD.tflite,79,69.8675080002431
RPS_PreTrained_SSD.tflite,80,70.06719300079567
RPS_PreTrained_SSD.tflite,81,69.85232399892993
RPS_PreTrained_SSD.tflite,82,70.89761399947747
RPS_PreTrained_SSD.tflite,83,70.16152600044734
RPS_PreTrained_SSD.tflite,84,69.79991600019275
RPS_PreTrained_SSD.tflite,85,69.96645199978957
RPS_PreTrained_SSD.tflite,86,69.3489920013235
RPS_PreTrained_SSD.tflite,87,69.50802899882547
RPS_PreTrained_SSD.tflite,88,69.83800899979542
RPS_PreTrained_SSD.tflite,89,69.81221299975005
RPS_PreTrained_SSD.tflite,90,69.94406400008302
RPS_PreTrained_SSD.tflite,91,69.8688789998414
RPS_PreTrained_SSD.tflite,92,69.67247200009297
RPS_PreTrained_SSD.tflite,93,69.54247399880842
RPS_PreTrained_SSD.tflite,94,69.7022870008368
RPS_PreTrained_SSD.tflite,95,69.9003410009027
RPS_PreTrained_SSD.tflite,96,69.81276800070191
RPS_PreTrained_SSD.tflite,97,69.83782299903396
RPS_PreTrained_SSD.tflite,98,69.78578700000071
RPS_PreTrained_SSD.tflite,99,69.80893499894592
RPS_PreTrained_SSD.tflite,100,69.830712998737
RPS_PreTrained_SSD.tflite,101,70.02873000055843
RPS_PreTrained_SSD.tflite,102,69.86298999981955
RPS_PreTrained_SSD.tflite,103,69.960175000233
RPS_PreTrained_SSD.tflite,104,69.64532399979362
RPS_PreTrained_SSD.tflite,105,69.97313799911353
RPS_PreTrained_SSD.tflite,106,69.93093399978534
RPS_PreTrained_SSD.tflite,107,69.89300900022499
RPS_PreTrained_SSD.tflite,108,69.81367499975022
RPS_PreTrained_SSD.tflite,109,69.78095300109999
RPS_PreTrained_SSD.tflite,110,70.16904400006752
RPS_PreTrained_SSD.tflite,111,70.1643590000458
RPS_PreTrained_SSD.tflite,112,69.4611029994121
RPS_PreTrained_SSD.tflite,113,69.9068409994652
RPS_PreTrained_SSD.tflite,114,69.96000800063484
RPS_PreTrained_SSD.tflite,115,69.71980600064853
RPS_PreTrained_SSD.tflite,116,69.88232300136588
RPS_PreTrained_SSD.tflite,117,69.85932299903652
RPS_PreTrained_SSD.tflite,118,69.82487999994191
RPS_PreTrained_SSD.tflite,119,69.81078699936916
RPS_PreTrained_SSD.tflite,120,69.82669399985753
RPS_PreTrained_SSD.tflite,121,69.89567500022531
RPS_PreTrained_SSD.tflite,122,69.94793400008348
RPS_PreTrained_SSD.tflite,123,69.84256400028244
RPS_PreTrained_SSD.tflite,124,69.8133969999617
RPS_PreTrained_SSD.tflite,125,69.98028599991812
RPS_PreTrained_SSD.tflite,126,69.90817499900004
RPS_PreTrained_SSD.tflite,127,69.7249169988936
RPS_PreTrained_SSD.tflite,128,69.93062000037753
RPS_PreTrained_SSD.tflite,129,69.53308500123967
RPS_PreTrained_SSD.tflite,130,70.06132300011814
RPS_PreTrained_SSD.tflite,131,69.83171299907553
RPS_PreTrained_SSD.tflite,132,69.78421299936599
RPS_PreTrained_SSD.tflite,133,69.91236100111564
RPS_PreTrained_SSD.tflite,134,69.90902700090373
RPS_PreTrained_SSD.tflite,135,69.7002689994406
RPS_PreTrained_SSD.tflite,136,69.75682400116057
RPS_PreTrained_SSD.tflite,137,69.95995199940808
RPS_PreTrained_SSD.tflite,138,69.52775200079486
RPS_PreTrained_SSD.tflite,139,70.3642469998158
RPS_PreTrained_SSD.tflite,140,69.89849000092363
RPS_PreTrained_SSD.tflite,141,69.68743499965058
RPS_PreTrained_SSD.tflite,142,69.75969499944767
RPS_PreTrained_SSD.tflite,143,69.24823400004243
RPS_PreTrained_SSD.tflite,144,69.89384199914639
RPS_PreTrained_SSD.tflite,145,69.88206400092167
RPS_PreTrained_SSD.tflite,146,69.57586200041987
RPS_PreTrained_SSD.tflite,147,69.94406400008302
RPS_PreTrained_SSD.tflite,148,69.68841700108896
RPS_PreTrained_SSD.tflite,149,69.73241599916946
RPS_PreTrained_SSD.tflite,150,69.99265599915816
RPS_PreTrained_SSD.tflite,151,69.40206600120291
RPS_PreTrained_SSD.tflite,152,69.81386100051168
RPS_PreTrained_SSD.tflite,153,69.57910299934156
RPS_PreTrained_SSD.tflite,154,69.92950800122344
RPS_PreTrained_SSD.tflite,155,69.8065279993898
RPS_PreTrained_SSD.tflite,156,69.94663800105627
RPS_PreTrained_SSD.tflite,157,70.01319299888564
RPS_PreTrained_SSD.tflite,158,69.8996930004796
RPS_PreTrained_SSD.tflite,159,69.8781200007943
RPS_PreTrained_SSD.tflite,160,69.89265699849057
RPS_PreTrained_SSD.tflite,161,69.6001950000209
RPS_PreTrained_SSD.tflite,162,70.01337900146609
RPS_PreTrained_SSD.tflite,163,69.6439540006395
RPS_PreTrained_SSD.tflite,164,70.03802699910011
RPS_PreTrained_SSD.tflite,165,69.52075099979993
RPS_PreTrained_SSD.tflite,166,70.01582300108566
RPS_PreTrained_SSD.tflite,167,70.1041369993618
RPS_PreTrained_SSD.tflite,168,70.00541599882126
RPS_PreTrained_SSD.tflite,169,70.00069300011091
RPS_PreTrained_SSD.tflite,170,70.0610259991663
RPS_PreTrained_SSD.tflite,171,69.78578700000071
RPS_PreTrained_SSD.tflite,172,69.48645499869599
RPS_PreTrained_SSD.tflite,173,69.89167599931534
RPS_PreTrained_SSD.tflite,174,69.84017600007064
RPS_PreTrained_SSD.tflite,175,69.74756399904436
RPS_PreTrained_SSD.tflite,176,69.5133250010258
RPS_PreTrained_SSD.tflite,177,69.98139600000286
RPS_PreTrained_SSD.tflite,178,69.93726800101285
RPS_PreTrained_SSD.tflite,179,69.8851380002452
RPS_PreTrained_SSD.tflite,180,69.9887859991577
RPS_PreTrained_SSD.tflite,181,70.1816359996883
RPS_PreTrained_SSD.tflite,182,69.98860099884041
RPS_PreTrained_SSD.tflite,183,70.0363229989307
RPS_PreTrained_SSD.tflite,184,69.88389800062578
RPS_PreTrained_SSD.tflite,185,69.38104800065048
RPS_PreTrained_SSD.tflite,186,69.90695300009975
RPS_PreTrained_SSD.tflite,187,69.82347200028016
RPS_PreTrained_SSD.tflite,188,70.00843400055601
RPS_PreTrained_SSD.tflite,189,69.95447100052843
RPS_PreTrained_SSD.tflite,190,69.90587800100911
RPS_PreTrained_SSD.tflite,191,69.32491900079185
RPS_PreTrained_SSD.tflite,192,69.46571400112589
RPS_PreTrained_SSD.tflite,193,69.77917599942884
RPS_PreTrained_SSD.tflite,194,69.86745299946051
RPS_PreTrained_SSD.tflite,195,69.29419600055553
RPS_PreTrained_SSD.tflite,196,70.25791400155867
RPS_PreTrained_SSD.tflite,197,70.54944999981672
RPS_PreTrained_SSD.tflite,198,69.99213800008874
RPS_PreTrained_SSD.tflite,199,70.07904400052212
RPS_PreTrained_SSD.tflite,200,70.09100700088311
RPS_PreTrained_SSD.tflite,201,70.02121199911926
RPS_PreTrained_SSD.tflite,202,69.69976899927133
RPS_PreTrained_SSD.tflite,203,69.39551100003882
RPS_PreTrained_SSD.tflite,204,69.91393400130619
RPS_PreTrained_SSD.tflite,205,69.59236200054875
RPS_PreTrained_SSD.tflite,206,69.7355089996563
RPS_PreTrained_SSD.tflite,207,69.62099199881777
RPS_PreTrained_SSD.tflite,208,69.63441699917894
RPS_PreTrained_SSD.tflite,209,69.35932600026717
RPS_PreTrained_SSD.tflite,210,70.36796899956244
RPS_PreTrained_SSD.tflite,211,69.51012200079276
RPS_PreTrained_SSD.tflite,212,69.53395500022452
RPS_PreTrained_SSD.tflite,213,70.1347470003384
RPS_PreTrained_SSD.tflite,214,69.7637310004211
RPS_PreTrained_SSD.tflite,215,69.79530600074213
RPS_PreTrained_SSD.tflite,216,69.5225470008154
RPS_PreTrained_SSD.tflite,217,69.35651100138784
RPS_PreTrained_SSD.tflite,218,69.77126899982977
RPS_PreTrained_SSD.tflite,219,69.51315900005284
RPS_PreTrained_SSD.tflite,220,70.00863800021762
RPS_PreTrained_SSD.tflite,221,69.98122999902989
RPS_PreTrained_SSD.tflite,222,69.95461899896327
RPS_PreTrained_SSD.tflite,223,70.1207849997445
RPS_PreTrained_SSD.tflite,224,69.47641799888515
RPS_PreTrained_SSD.tflite,225,69.82206400061841
RPS_PreTrained_SSD.tflite,226,69.98061900048924
RPS_PreTrained_SSD.tflite,227,69.87658199977886
RPS_PreTrained_SSD.tflite,228,69.79371200031892
RPS_PreTrained_SSD.tflite,229,69.69638000009581
RPS_PreTrained_SSD.tflite,230,70.05476700032887
RPS_PreTrained_SSD.tflite,231,69.91550800012192
RPS_PreTrained_SSD.tflite,232,69.70860199908202
RPS_PreTrained_SSD.tflite,233,69.7109159991669
RPS_PreTrained_SSD.tflite,234,69.98241499968572
RPS_PreTrained_SSD.tflite,235,69.57091700132878
RPS_PreTrained_SSD.tflite,236,69.82412000070326
RPS_PreTrained_SSD.tflite,237,69.86854600108927
RPS_PreTrained_SSD.tflite,238,69.96122999953513
RPS_PreTrained_SSD.tflite,239,70.83148499987146
RPS_PreTrained_SSD.tflite,240,69.88202700085822
RPS_PreTrained_SSD.tflite,241,69.6651580001344
RPS_PreTrained_SSD.tflite,242,69.69184300032794
RPS_PreTrained_SSD.tflite,243,69.79886099907162
RPS_PreTrained_SSD.tflite,244,69.78530600099475
RPS_PreTrained_SSD.tflite,245,69.81335999989824
RPS_PreTrained_SSD.tflite,246,69.65062099880015
RPS_PreTrained_SSD.tflite,247,69.87497199952486
RPS_PreTrained_SSD.tflite,248,69.72943499931716
RPS_PreTrained_SSD.tflite,249,69.82334199892648
RPS_PreTrained_SSD.tflite,250,69.82945299932908
RPS_PreTrained_SSD.tflite,251,69.344715000625
RPS_PreTrained_SSD.tflite,252,69.62817599924165
RPS_PreTrained_SSD.tflite,253,70.34230199860758
RPS_PreTrained_SSD.tflite,254,69.76178600052663
RPS_PreTrained_SSD.tflite,255,69.84452700089605
RPS_PreTrained_SSD.tflite,256,69.65017699985765
RPS_PreTrained_SSD.tflite,257,69.82362000053399
RPS_PreTrained_SSD.tflite,258,69.3156409997755
RPS_PreTrained_SSD.tflite,259,70.04586000039126
RPS_PreTrained_SSD.tflite,260,69.90076700094505
RPS_PreTrained_SSD.tflite,261,69.95187800021085
RPS_PreTrained_SSD.tflite,262,69.55817700145417
RPS_PreTrained_SSD.tflite,263,69.63776900010998
RPS_PreTrained_SSD.tflite,264,70.04208199941786
RPS_PreTrained_SSD.tflite,265,69.82782399973075
RPS_PreTrained_SSD.tflite,266,69.8101569996652
RPS_PreTrained_SSD.tflite,267,69.50088099983986
RPS_PreTrained_SSD.tflite,268,69.42336300016905
RPS_PreTrained_SSD.tflite,269,69.42349299970374
